Volcano Name,Country,Location,Latitude,Longitude,Elevation (m),Type,Status
Zheltovsky,Russia,Kamchatka,51.577,157.328,1926,Stratovolcano,Historical
Zhupanovsky,Russia,Kamchatka,53.589,159.15,2899,Compound volcano,Historical
Zimina,Russia,Kamchatka,55.862,160.603,3057,Stratovolcano,Holocene
Piip,Russia,Kamchatka-E of,55.42,167.33,-300,Submarine volcano,Tephrochronology
Brimstone Island,New Zealand,Kermadec Is,-30.23,-178.92,-2000,Submarine volcano,Uncertain
Curtis Island,New Zealand,Kermadec Is,-30.543,-178.556,47,Submarine volcano,Uncertain
Giggenbach,New Zealand,Kermadec Is,-30.036,-178.712,-65,Submarine volcano,Fumarolic
Macauley,New Zealand,Kermadec Is,-30.21,-178.475,238,Caldera,Holocene
Monowai,New Zealand,Kermadec Is,-25.887,-177.188,-132,Submarine volcano,Historical
Raoul Island,New Zealand,Kermadec Is,-29.27,-177.92,516,Stratovolcano,Historical
Unnamed,New Zealand,Kermadec Is,-29.18,-177.87,-560,Submarine volcano,Historical
Wright,New Zealand,Kermadec Is,-31.85,-179.18,-900,Submarine volcanoes,Fumarolic
Ch'uga-ryong,North Korea,Korea,38.33,127.33,452,Shield volcano,Holocene
Halla,South Korea,Korea,33.361,126.53,1919,Shield volcano,Historical
Ulreung,South Korea,Korea,37.5,130.87,984,Stratovolcano,Radiocarbon
Alaid,Russia,Kuril Is,50.861,155.565,2285,Stratovolcano,Historical
Berutarubesan [Berutarube],Russia,Kuril Is,44.462,146.932,1221,Stratovolcano,Holocene
Chachadake [Tiatia],Russia,Kuril Is,44.353,146.252,1822,Stratovolcano,Historical
Chikurachki,Russia,Kuril Is,50.324,155.461,1781,Stratovolcano,Historical
Chirinkotan,Russia,Kuril Is,48.98,153.48,724,Stratovolcano,Historical
Chirippusan [Chirip],Russia,Kuril Is,45.338,147.92,1587,Stratovolcano,Historical
Chirpoi,Russia,Kuril Is,46.532,150.871,742,Caldera,Historical
Ebeko,Russia,Kuril Is,50.686,156.014,1103,Somma volcano,Historical
Ekarma,Russia,Kuril Is,48.958,153.93,1170,Stratovolcano,Historical
Etorofu-Atosanupuri [Atosanupuri],Russia,Kuril Is,44.808,147.131,1206,Stratovolcano,Historical
Etorofu-Yakeyama [Grozny Group],Russia,Kuril Is,45.012,147.871,1158,Complex volcano,Historical
Fuss Peak,Russia,Kuril Is,50.267,155.246,1742,Stratovolcano,Historical
Goriaschaia Sopka,Russia,Kuril Is,46.83,151.75,891,Stratovolcano,Historical
Hitokappu Volcano Group,Russia,Kuril Is,44.857,147.403,1610,Stratovolcano,Holocene
Ivao Group,Russia,Kuril Is,45.77,149.68,1426,Cinder cone,Holocene
Karpinsky Group,Russia,Kuril Is,50.148,155.373,1326,Cone,Historical
Ketoi,Russia,Kuril Is,47.35,152.475,1172,Stratovolcano,Historical
Kharimkotan,Russia,Kuril Is,49.12,154.508,1145,Stratovolcano,Historical
Kolokol Group,Russia,Kuril Is,46.042,150.083,1328,Somma volcano,Historical
Lomonosov Group,Russia,Kuril Is,50.25,155.43,1681,Cinder cone,Holocene
Milna,Russia,Kuril Is,46.815,151.786,1504,Somma volcano,Holocene
Moekeshiwan [Lvinaya Past],Russia,Kuril Is,44.608,146.994,528,Stratovolcano,Radiocarbon
Moyorodake [Medvezhia],Russia,Kuril Is,45.389,148.838,1124,Somma volcano,Historical
Nemo Peak,Russia,Kuril Is,49.57,154.808,1018,Caldera,Historical
Odamoisan [Tebenkov],Russia,Kuril Is,45.028,147.918,1208,Stratovolcano,
Prevo Peak,Russia,Kuril Is,47.02,152.12,1360,Stratovolcano,Historical
Raikoke,Russia,Kuril Is,48.292,153.25,551,Stratovolcano,Historical
Rakkibetsudake [Demon],Russia,Kuril Is,45.5,148.85,1205,Stratovolcano,Holocene
Rasshua,Russia,Kuril Is,47.77,153.02,956,Stratovolcano,Historical
Raususan [Mendeleev],Russia,Kuril Is,43.979,145.733,882,Stratovolcano,Historical
Rucharuyama [Golets-Tornyi Group],Russia,Kuril Is,45.25,148.35,442,Pyroclastic cone,Holocene
Rudakov,Russia,Kuril Is,45.874,149.819,532,Stratovolcano,Holocene
Ruruidake [Smirnov],Russia,Kuril Is,44.454,146.139,1486,Stratovolcano,Holocene
Sarychev Peak,Russia,Kuril Is,48.092,153.2,1496,Stratovolcano,Historical
Sashiusudake [Baransky],Russia,Kuril Is,45.1,148.019,1125,Stratovolcano,Historical
Shirinki,Russia,Kuril Is,50.2,154.98,761,Stratovolcano,Holocene
Sinarka,Russia,Kuril Is,48.873,154.182,911,Stratovolcano,Historical
Srednii,Russia,Kuril Is,47.6,152.92,36,Submarine volcano,Holocene
Tao-Rusyr Caldera,Russia,Kuril Is,49.34,154.725,1272,Stratovolcano,Historical
Tomariyama [Golovnin],Russia,Kuril Is,43.844,145.504,535,Caldera,Historical
Tri Sestry,Russia,Kuril Is,45.93,149.92,998,Stratovolcano,Holocene
Uratman,Russia,Kuril Is,47.12,152.25,678,Somma volcano,Holocene
Ushishur,Russia,Kuril Is,47.52,152.8,401,Caldera,Historical
Vernadskii Ridge,Russia,Kuril Is,50.55,155.97,1183,Cinder cone,Holocene
Zavaritzki Caldera,Russia,Kuril Is,46.925,151.95,624,Caldera,Historical
Aira,Japan,Kyushu-Japan,31.593,130.657,1117,Stratovolcano,Historical
Asosan,Japan,Kyushu-Japan,32.884,131.104,1592,Caldera,Historical
Ata,Japan,Kyushu-Japan,31.22,130.57,924,Caldera,Historical
Fukue,Japan,Kyushu-Japan,32.657,128.849,315,Shield volcanoes,Tephrochronology
Kirishimayama,Japan,Kyushu-Japan,31.934,130.862,1700,Shield volcano,Historical
Kujusan,Japan,Kyushu-Japan,33.086,131.249,1791,Stratovolcano,Historical
Unzendake,Japan,Kyushu-Japan,32.761,130.299,1483,Complex volcano,Historical
Yonemaru-Sumiyoshiike,Japan,Kyushu-Japan,31.771,130.592,40,Maar,Radiocarbon
Yufu-Tsurumi,Japan,Kyushu-Japan,33.282,131.39,1584,Lava dome,Historical
Agung,Indonesia,Lesser Sunda Is,-8.343,115.508,2997,Stratovolcano,Historical
Batur,Indonesia,Lesser Sunda Is,-8.242,115.375,1717,Caldera,Historical
Buyan-Bratan,Indonesia,Lesser Sunda Is,-8.283,115.133,2244,Caldera,Holocene
Ebulobo,Indonesia,Lesser Sunda Is,-8.817,121.191,2096,Stratovolcano,Historical
Egon,Indonesia,Lesser Sunda Is,-8.676,122.455,1661,Stratovolcano,Historical
Iliboleng,Indonesia,Lesser Sunda Is,-8.342,123.258,1659,Stratovolcano,Historical
Ililabalekan,Indonesia,Lesser Sunda Is,-8.55,123.38,1018,Stratovolcano,Fumarolic
Ilimuda,Indonesia,Lesser Sunda Is,-8.479,122.761,881,Stratovolcano,Fumarolic
Iliwerung,Indonesia,Lesser Sunda Is,-8.532,123.573,583,Complex volcano,Historical
Inielika,Indonesia,Lesser Sunda Is,-8.73,120.98,1559,Complex volcano,Historical
Inierie,Indonesia,Lesser Sunda Is,-8.875,120.95,2245,Stratovolcano,Fumarolic
Iya,Indonesia,Lesser Sunda Is,-8.891,121.641,618,Stratovolcano,Historical
Kelimutu,Indonesia,Lesser Sunda Is,-8.77,121.82,1639,Complex volcano,Historical
Leroboleng,Indonesia,Lesser Sunda Is,-8.365,122.833,1095,Complex volcano,Historical
Lewotobi,Indonesia,Lesser Sunda Is,-8.542,122.775,1703,Stratovolcano,Historical
Lewotobi Perempuan,Indonesia,Lesser Sunda Is,-8.575,122.78,1703,Stratovolcano,Historical
Lewotolok,Indonesia,Lesser Sunda Is,-8.274,123.508,1431,Stratovolcano,Historical
Ndete Napu,Indonesia,Lesser Sunda Is,-8.72,121.78,750,Fumarole field,Fumarolic
Paluweh,Indonesia,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical
Poco Leok,Indonesia,Lesser Sunda Is,-8.68,120.48,1675,Unknown,Fumarolic
Ranakah,Indonesia,Lesser Sunda Is,-8.62,120.52,2350,Lava dome,Historical
Rinjani,Indonesia,Lesser Sunda Is,-8.42,116.47,3726,Stratovolcano,Historical
Sangeang Api,Indonesia,Lesser Sunda Is,-8.2,119.07,1912,Complex volcano,Historical
"Sano, Wai",Indonesia,Lesser Sunda Is,-8.724,119.986,1319,Caldera,Holocene
Sirung,Indonesia,Lesser Sunda Is,-8.508,124.13,862,Complex volcano,Historical
Sukaria Caldera,Indonesia,Lesser Sunda Is,-8.792,121.77,1500,Caldera,Fumarolic
Tambora,Indonesia,Lesser Sunda Is,-8.25,118,2850,Stratovolcano,Historical
"Tara, Batu",Indonesia,Lesser Sunda Is,-7.791,123.585,633,Stratovolcano,Historical
Yersey,Indonesia,Lesser Sunda Is,-7.53,123.95,-3800,Submarine volcano,Uncertain
Babuyan Claro,Philippines,Luzon-N of,19.524,121.95,1064,Stratovolcano,Historical
Camiguin de Babuyanes,Philippines,Luzon-N of,18.83,121.86,712,Stratovolcano,Historical
Didicas,Philippines,Luzon-N of,19.077,122.202,228,Compound volcano,Historical
Iraya,Philippines,Luzon-N of,20.469,122.01,1009,Stratovolcano,Historical
Smith Volcano,Philippines,Luzon-N of,19.523,121.94,2090,Stratovolcano,Historical
Unnamed,Philippines,Luzon-N of,20.33,121.75,-24,Submarine volcano,Historical
Ambalatungan Group,Philippines,Luzon-Philippines,17.32,121.1,2329,Compound volcano,Fumarolic
Amorong,Philippines,Luzon-Philippines,15.828,120.805,376,Unknown,Fumarolic
Arayat,Philippines,Luzon-Philippines,15.2,120.742,1026,Stratovolcano,Holocene
Banahaw,Philippines,Luzon-Philippines,14.07,121.48,2158,Complex volcano,Holocene
Bulusan,Philippines,Luzon-Philippines,12.769,124.056,1535,Stratovolcano,Historical
Cagua,Philippines,Luzon-Philippines,18.222,122.123,1133,Stratovolcano,Holocene
Iriga,Philippines,Luzon-Philippines,13.458,123.451,1138,Stratovolcano,Historical
Isarog,Philippines,Luzon-Philippines,13.658,123.38,1966,Stratovolcano,Holocene
Laguna Caldera,Philippines,Luzon-Philippines,14.42,121.27,743,Fumarole field,Fumarolic
Malinao,Philippines,Luzon-Philippines,13.422,123.597,1548,Stratovolcano,Fumarolic
Malindig,Philippines,Luzon-Philippines,13.24,122.018,1157,Stratovolcano,Hot Springs
Mariveles,Philippines,Luzon-Philippines,14.527,120.482,1388,Stratovolcano,Radiocarbon
Masaraga,Philippines,Luzon-Philippines,13.32,123.6,1328,Stratovolcano,Holocene
Mayon,Philippines,Luzon-Philippines,13.257,123.685,2462,Stratovolcano,Historical
Natib,Philippines,Luzon-Philippines,14.72,120.4,1253,Stratovolcano,Holocene
Patoc,Philippines,Luzon-Philippines,17.147,120.98,1865,Stratovolcano,Fumarolic
Pinatubo,Philippines,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,Historical
Pocdol Mountains,Philippines,Luzon-Philippines,13.05,123.958,1102,Compound volcano,Holocene
San Pablo Volcanic Field,Philippines,Luzon-Philippines,14.12,121.3,1090,Stratovolcano,Holocene
Santo Tomas,Philippines,Luzon-Philippines,16.33,120.55,2260,Stratovolcano,Uncertain
Taal,Philippines,Luzon-Philippines,14.002,120.993,311,Stratovolcano,Historical
Ambre-Bobaomby,Madagascar,Madagascar,-12.6,49.15,1475,Volcanic field,Holocene
Ankaizina Field,Madagascar,Madagascar,-14.3,48.67,2878,Cinder cone,Holocene
Itasy Volcanic Field,Madagascar,Madagascar,-19.033,46.7,1800,Scoria cone,Radiocarbon
Nosy-Be,Madagascar,Madagascar,-13.32,48.48,214,Cinder cone,Holocene
Vakinankaratra,Madagascar,Madagascar,-19.85,46.942,2644,Cinder cone,Holocene
Agrigan,United States,Mariana Is-C Pacific,18.77,145.67,965,Stratovolcano,Historical
Ahyi,United States,Mariana Is-C Pacific,20.42,145.03,-75,Submarine volcano,Uncertain
Alamagan,United States,Mariana Is-C Pacific,17.6,145.83,744,Stratovolcano,Radiocarbon
Anatahan,United States,Mariana Is-C Pacific,16.35,145.67,790,Stratovolcano,Holocene
Asuncion,United States,Mariana Is-C Pacific,19.671,145.406,857,Stratovolcano,Historical
East Diamante,United States,Mariana Is-C Pacific,15.93,145.67,-127,Submarine volcano,Historical
Esmeralda Bank,United States,Mariana Is-C Pacific,15,145.25,-43,Submarine volcano,Fumarolic
Farallon de Pajaros,United States,Mariana Is-C Pacific,20.546,144.893,337,Stratovolcano,Historical
Forecast Seamount,United States,Mariana Is-C Pacific,13.4,143.92,-1456,Submarine volcano,Fumarolic
Guguan,United States,Mariana Is-C Pacific,17.307,145.845,287,Stratovolcano,Historical
Kasuga 2,United States,Mariana Is-C Pacific,21.6,143.637,-274,Submarine volcano,Uncertain
Mariana Back-Arc Segment at 15.5°N,United States,Mariana Is-C Pacific,15.406,144.506,-4100,Submarine,Uncertain
Maug Islands,United States,Mariana Is-C Pacific,20.02,145.22,227,Stratovolcano,Fumarolic
NW Eifuku,United States,Mariana Is-C Pacific,21.485,144.043,-1535,Submarine volcano,Uncertain
NW Rota-1,United States,Mariana Is-C Pacific,14.601,144.775,-517,Submarine volcano,Historical
Pagan,United States,Mariana Is-C Pacific,18.13,145.8,570,Stratovolcano,Historical
Ruby,United States,Mariana Is-C Pacific,15.62,145.57,-230,Submarine volcano,Historical
Sarigan,United States,Mariana Is-C Pacific,16.708,145.78,538,Stratovolcano,Holocene
Seamount X,United States,Mariana Is-C Pacific,13.25,144.02,-1230,Submarine volcano,Fumarolic
South Sarigan Seamount,United States,Mariana Is-C Pacific,16.58,145.78,-184,Submarine,Uncertain
Supply Reef,United States,Mariana Is-C Pacific,20.13,145.1,-8,Submarine volcano,Hydrophonic
"Atlixcos, Los",Mexico,Mexico,19.81,-96.527,775,Shield volcano,Holocene
Ceboruco,Mexico,Mexico,21.125,-104.508,2280,Stratovolcano,Historical
Chichinautzin,Mexico,Mexico,19.08,-99.13,3930,Volcanic field,Radiocarbon
"Chichon, El",Mexico,Mexico,17.36,-93.228,1150,Tuff cone,Historical
Cofre de Perote,Mexico,Mexico,19.492,-97.15,4282,Shield volcano,Radiocarbon
Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,Historical
Comondu-La Purisima,Mexico,Mexico,26,-111.92,780,Volcanic field,Holocene
Coronado,Mexico,Mexico,29.08,-113.513,440,Stratovolcano,Fumarolic
"Cumbres,  Las",Mexico,Mexico,19.15,-97.27,3940,Stratovolcano,Radiocarbon
Durango Volcanic Field,Mexico,Mexico,24.15,-104.45,2075,Cinder cone,Holocene
"Gloria, La",Mexico,Mexico,19.33,-97.25,3500,Volcanic field,Holocene
Guadalupe,Mexico,Mexico,29.07,-118.28,1100,Shield volcano,Holocene
"Humeros, Los",Mexico,Mexico,19.68,-97.45,3150,Caldera,Holocene
"Isabel, Isla",Mexico,Mexico,21.848,-105.886,95,Stratovolcano,Holocene
Iztaccihuatl,Mexico,Mexico,19.179,-98.642,5230,Stratovolcano,Holocene
Jaraguay Volcanic Field,Mexico,Mexico,29.33,-114.5,960,Cinder cone,Holocene
Jocotitlan,Mexico,Mexico,19.73,-99.758,3900,Stratovolcano,Radiocarbon
"Malinche, La",Mexico,Mexico,19.231,-98.032,4461,Stratovolcano,Radiocarbon
Mascota Volcanic Field,Mexico,Mexico,20.567,-104.817,2525,Shield volcano,Holocene
Michoacan-Guanajuato,Mexico,Mexico,19.85,-101.75,3860,Cinder cone,Historical
Naolinco Volcanic Field,Mexico,Mexico,19.67,-96.75,2000,Pyroclastic cone,Holocene
"Orizaba, Pico de",Mexico,Mexico,19.03,-97.27,5564,Stratovolcano,Historical
Papayo,Mexico,Mexico,19.308,-98.7,3600,Lava dome,Holocene
Paricutin Volcanic Field,Mexico,Mexico,19.48,-102.25,3860,Cinder cone,Historical
Pinacate,Mexico,Mexico,31.85,-113.5,1183,Cinder cone,Holocene
Popocatepetl,Mexico,Mexico,19.023,-98.622,5393,Stratovolcano,Historical
"Prieto, Cerro",Mexico,Mexico,32.418,-115.305,223,Lava dome,Holocene
San Borja Volcanic Field,Mexico,Mexico,28.5,-113.75,1360,Cinder cone,Holocene
"San Luis, Isla",Mexico,Mexico,29.97,-114.4,180,Tuff cone,Holocene
San Martin,Mexico,Mexico,18.57,-95.2,1650,Shield volcano,Historical
San Quintin Volcanic Field,Mexico,Mexico,30.468,-115.996,260,Cinder cone,Holocene
Sanganguey,Mexico,Mexico,21.45,-104.73,2340,Stratovolcano,Holocene
Serdan-Oriental,Mexico,Mexico,19.27,-97.47,3485,Tuff cone,Holocene
Tacana,Mexico,Mexico,15.132,-92.109,4064,Stratovolcano,Historical
"Toluca, Nevado de",Mexico,Mexico,19.108,-99.758,4680,Stratovolcano,Radiocarbon
"Tortuga, Isla",Mexico,Mexico,27.438,-111.881,224,Shield volcano,Holocene
Tres Virgenes,Mexico,Mexico,27.47,-112.591,1934,Stratovolcano,Radiocarbon
Zitacuaro-Valle de Bravo,Mexico,Mexico,19.4,-100.25,3500,Stratovolcano,Radiocarbon
Barcena,Mexico,Mexico-Is,19.3,-110.82,332,Cinder cone,Historical
Socorro,Mexico,Mexico-Is,18.78,-110.95,1050,Shield volcano,Historical
Apo,Philippines,Mindanao-Philippines,6.989,125.269,2938,Stratovolcano,Fumarolic
Balatocan,Philippines,Mindanao-Philippines,8.8,124.92,2450,Compound volcano,Fumarolic
Balut,Philippines,Mindanao-Philippines,5.398,125.376,840,Stratovolcano,Holocene
Camiguin,Philippines,Mindanao-Philippines,9.203,124.673,1552,Stratovolcano,Historical
Kalatungan,Philippines,Mindanao-Philippines,7.95,124.8,2824,Stratovolcano,Holocene
Latukan,Philippines,Mindanao-Philippines,7.65,124.47,2338,Stratovolcano,Holocene
Leonard Range,Philippines,Mindanao-Philippines,7.382,126.047,1080,Stratovolcano,Holocene
Makaturing,Philippines,Mindanao-Philippines,7.644,124.317,1818,Stratovolcano,Holocene
Malindang,Philippines,Mindanao-Philippines,8.22,123.63,2404,Stratovolcano,Holocene
Matutum,Philippines,Mindanao-Philippines,6.37,125.07,2286,Stratovolcano,Holocene
Musuan,Philippines,Mindanao-Philippines,7.877,125.068,646,Tuff cone,Historical
Paco,Philippines,Mindanao-Philippines,9.593,125.52,524,Stratovolcano,Anthropology
Parker,Philippines,Mindanao-Philippines,6.113,124.892,1824,Stratovolcano,Historical
Ragang,Philippines,Mindanao-Philippines,7.691,124.507,2790,Stratovolcano,Historical
Bus-Obo,Mongolia,Mongolia,47.12,109.08,1162,Cinder cone,Holocene
Dariganga Volcanic Field,Mongolia,Mongolia,45.754,114.279,1778,Cinder cone,Holocene
Khanuy Gol,Mongolia,Mongolia,48.67,102.75,1886,Volcanic field,Holocene
Middle Gobi,Mongolia,Mongolia,45.28,106.7,1120,Cinder cone,Holocene
Taryatu-Chulutu,Mongolia,Mongolia,48.133,99.95,2326,Volcanic field,Holocene
Bamus,Papua New Guinea,New Britain-SW Pac,-5.2,151.23,2248,Stratovolcano,Anthropology
Bola,Papua New Guinea,New Britain-SW Pac,-5.141,150.038,1116,Stratovolcano,Holocene
Dakataua,Papua New Guinea,New Britain-SW Pac,-5.094,150.094,408,Caldera,Anthropology
Garove,Papua New Guinea,New Britain-SW Pac,-4.687,149.511,368,Stratovolcano,Holocene
Garua Harbour,Papua New Guinea,New Britain-SW Pac,-5.3,150.07,565,Volcanic field,Holocene
Hargy,Papua New Guinea,New Britain-SW Pac,-5.33,151.1,1148,Stratovolcano,Radiocarbon
Krummel-Garbuna-Welcker,Papua New Guinea,New Britain-SW Pac,-5.416,150.027,564,Stratovolcano,Holocene
Langila,Papua New Guinea,New Britain-SW Pac,-5.525,148.42,1330,Complex volcano,Historical
Lolo,Papua New Guinea,New Britain-SW Pac,-5.466,150.509,796,Stratovolcano,Holocene
Lolobau,Papua New Guinea,New Britain-SW Pac,-4.92,151.158,858,Caldera,Historical
Mundua,Papua New Guinea,New Britain-SW Pac,-4.624,149.339,171,Complex volcano,Holocene
Rabaul,Papua New Guinea,New Britain-SW Pac,-4.271,152.203,688,Pyroclastic shield,Historical
Sulu Range,Papua New Guinea,New Britain-SW Pac,-5.5,150.942,610,Hydrothermal field,Hot Springs
Tavui,Papua New Guinea,New Britain-SW Pac,-4.12,152.2,200,Caldera,Radiocarbon
Ulawun,Papua New Guinea,New Britain-SW Pac,-5.05,151.33,2334,Stratovolcano,Historical
Witori,Papua New Guinea,New Britain-SW Pac,-5.576,150.516,724,Caldera,Historical
Crater Mountain,Papua New Guinea,New Guinea,-6.58,145.08,3233,Stratovolcano,Holocene
Doma Peaks,Papua New Guinea,New Guinea,-5.9,143.15,3568,Stratovolcano,Holocene
Hydrographers Range,Papua New Guinea,New Guinea,-9,148.37,1915,Stratovolcano,Holocene
Koranga,Papua New Guinea,New Guinea,-7.33,146.708,1500,Explosion crater,Holocene
Lamington,Papua New Guinea,New Guinea,-8.95,148.15,1680,Stratovolcano,Historical
Madilogo,Papua New Guinea,New Guinea,-9.2,147.57,850,Pyroclastic cone,Holocene
Managlase Plateau,Papua New Guinea,New Guinea,-9.08,148.33,1342,Volcanic field,Anthropology
Musa River,Papua New Guinea,New Guinea,-9.308,148.13,808,Hydrothermal field,Hot Springs
Sessagara,Papua New Guinea,New Guinea,-9.549,149.151,493,Unknown,Holocene
Victory,Papua New Guinea,New Guinea,-9.2,149.07,1925,Stratovolcano,Historical
Waiowa,Papua New Guinea,New Guinea,-9.57,149.075,640,Pyroclastic cone,Historical
Yelia,Papua New Guinea,New Guinea,-7.05,145.858,3384,Stratovolcano,Holocene
Bam,Papua New Guinea,New Guinea-NE of,-3.613,144.818,685,Stratovolcano,Historical
Blup Blup,Papua New Guinea,New Guinea-NE of,-3.507,144.605,402,Stratovolcano,Holocene
Boisa,Papua New Guinea,New Guinea-NE of,-3.994,144.963,240,Stratovolcano,Holocene
Hankow Reef,Papua New Guinea,New Guinea-NE of,-4.883,146.717,-5,Unknown,Uncertain
Kadovar,Papua New Guinea,New Guinea-NE of,-3.608,144.588,365,Stratovolcano,Holocene
Karkar,Papua New Guinea,New Guinea-NE of,-4.647,145.976,1839,Stratovolcano,Historical
Long Island,Papua New Guinea,New Guinea-NE of,-5.358,147.12,1280,Complex volcano,Historical
Manam,Papua New Guinea,New Guinea-NE of,-4.08,145.037,1807,Stratovolcano,Historical
Ritter Island,Papua New Guinea,New Guinea-NE of,-5.519,148.115,75,Stratovolcano,Historical
Sakar,Papua New Guinea,New Guinea-NE of,-5.414,148.094,992,Stratovolcano,Holocene
Umboi,Papua New Guinea,New Guinea-NE of,-5.592,147.892,1335,Complex volcano,Holocene
Ambitle,Papua New Guinea,New Ireland-SW Pacif,-4.08,153.65,450,Stratovolcano,Radiocarbon
Lihir,Papua New Guinea,New Ireland-SW Pacif,-3.125,152.642,700,Volcanic complex,Holocene
Auckland Volcanic Field,New Zealand,New Zealand,-36.89,174.81,260,Volcanic field,Radiocarbon
Brothers,New Zealand,New Zealand,-34.875,179.075,-1350,Submarine volcano,Fumarolic
Clark,New Zealand,New Zealand,-36.446,177.839,-860,Submarine volcano,Fumarolic
Healy,New Zealand,New Zealand,-35.004,178.973,-980,Submarine volcano,Radiocarbon
Kaikohe-Bay of Islands,New Zealand,New Zealand,-35.3,173.9,388,Volcanic field,Radiocarbon
Maroa,New Zealand,New Zealand,-38.42,176.08,897,Caldera,Tephrochronology
Mayor Island,New Zealand,New Zealand,-37.28,176.25,355,Shield volcano,Radiocarbon
Ngauruhoe,New Zealand,New Zealand,-39.158,175.63,2291,Stratovolcano,Historical
Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,Historical
Reporoa,New Zealand,New Zealand,-38.42,176.33,592,Caldera,Tephrochronology
Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797,Stratovolcano,Historical
Rumble II West,New Zealand,New Zealand,-35.353,178.527,-1200,Submarine volcano,Fumarolic
Rumble III,New Zealand,New Zealand,-35.745,178.478,-220,Submarine volcano,Hydrophonic
Rumble IV,New Zealand,New Zealand,-36.13,178.05,-500,Submarine volcano,Fumarolic
Rumble V,New Zealand,New Zealand,-36.142,178.196,-400,Submarine volcano,Fumarolic
Tangaroa,New Zealand,New Zealand,-36.321,178.028,-600,Submarine volcano,Fumarolic
Taranaki,New Zealand,New Zealand,-39.3,174.07,2518,Stratovolcano,Radiocarbon
Taupo,New Zealand,New Zealand,-38.82,176,760,Caldera,Radiocarbon
Tongariro,New Zealand,New Zealand,-39.157,175.632,1978,Stratovolcano,Historical
Whakaari/White Island,New Zealand,New Zealand,-37.52,177.18,294,Stratovolcano,Historical
Whangarei,New Zealand,New Zealand,-35.75,174.27,397,Cinder cone,Holocene
Apoyeque,Nicaragua,Nicaragua,12.242,-86.342,518,Pyroclastic shield,Radiocarbon
"Azul, Volcan",Nicaragua,Nicaragua,12.53,-83.87,201,Cinder cone,Holocene
"Ciguatepe, Cerro El",Nicaragua,Nicaragua,12.53,-86.142,603,Stratovolcano,Holocene
Concepcion,Nicaragua,Nicaragua,11.538,-85.622,1700,Stratovolcano,Historical
Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,Historical
Esteli,Nicaragua,Nicaragua,13.17,-86.4,899,Fissure vent,Holocene
Granada,Nicaragua,Nicaragua,11.9,-85.979,250,Fissure vent,Holocene
"Lajas, Las",Nicaragua,Nicaragua,12.3,-85.73,926,Shield volcano,Holocene
Maderas,Nicaragua,Nicaragua,11.446,-85.515,1394,Stratovolcano,Holocene
Masaya,Nicaragua,Nicaragua,11.985,-86.165,594,Caldera,Historical
Mombacho,Nicaragua,Nicaragua,11.826,-85.968,1344,Stratovolcano,Holocene
Momotombo,Nicaragua,Nicaragua,12.423,-86.539,1270,Stratovolcano,Historical
"Negro, Cerro",Nicaragua,Nicaragua,12.506,-86.702,728,Cinder cone,Historical
Nejapa-Miraflores,Nicaragua,Nicaragua,12.12,-86.32,360,Fissure vent,Holocene
"Pilas, Las",Nicaragua,Nicaragua,12.495,-86.688,1088,Complex volcano,Historical
Rota,Nicaragua,Nicaragua,12.55,-86.75,832,Stratovolcano,Holocene
San Cristobal,Nicaragua,Nicaragua,12.702,-87.004,1745,Stratovolcano,Historical
Telica,Nicaragua,Nicaragua,12.606,-86.84,1036,Stratovolcano,Historical
Zapatera,Nicaragua,Nicaragua,11.73,-85.82,629,Shield volcano,Holocene
Galapagos Rift,Pacific Ocean,Pacific-E,0.792,-86.15,-2430,Submarine volcano,Historical
Galapagos Rift,Pacific Ocean,Pacific-E,0.792,-86.15,-2430,Submarine volcano,Historical
Northern EPR at 10.7°N,Pacific Ocean,Pacific-E,10.73,-103.58,-2900,Submarine volcano,Historical
Northern EPR at 16°N,Pacific Ocean,Pacific-E,15.83,-105.43,-2300,Submarine volcano,Magnetism
Northern EPR at 17°N,Pacific Ocean,Pacific-E,16.55,-105.32,-2700,Submarine,Uncertain
Northern EPR at 9.8°N,Pacific Ocean,Pacific-E,9.83,-104.3,-2500,Submarine volcano,Historical
Southern EPR at 8°S,Pacific Ocean,Pacific-E,-8.27,-107.95,-2800,Submarine volcano,Historical
Southern EPR-Segment I,Pacific Ocean,Pacific-E,-18.53,-113.42,-2600,Submarine volcano,Magnetism
Southern EPR-Segment J,Pacific Ocean,Pacific-E,-18.175,-113.35,-2650,Submarine volcano,Magnetism
Southern EPR-Segment K,Pacific Ocean,Pacific-E,-17.436,-113.206,-2566,Submarine volcano,Historical
Unnamed,Pacific Ocean,Pacific-E,9.82,-104.3,-2500,Submarine volcano,Historical
West Valley Segment,Canada,Pacific-NE,48.78,-128.64,-2550,Submarine,Uncertain
Axial Seamount,Pacific Ocean,Pacific-NE,45.95,-130,-1410,Submarine volcano,Historical
Cleft Segment,Pacific Ocean,Pacific-NE,44.83,-130.3,-2140,Submarine volcano,Historical
